Perturbation	Apofrac1	Apofrac2	Apofrac3	Apofrac	Prolfrac1	Prolfrac2	Prolfrac3	Prolfrac4	Prolfrac
E2F_3=0-HER3_T=1	1.0	1.0	0.398	0.699	1.0	1.0	0.0	0.0	0.25
E2F_3=0-PIP3_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
E2F_3=0-HER3_2=1	1.0	1.0	0.376	0.688	1.0	1.0	0.0	0.0	0.25
E2F_3=0-SGK1_T=1	1.0	1.0	0.423	0.7115	1.0	1.0	0.0	0.0	0.25
E2F_3=0-mTORC1=1	1.0	0.501	0.0	0.37525	1.0	1.0	1.0	0.0	0.5
E2F_3=0-mTORC2=1	1.0	1.0	0.411	0.7055	1.0	1.0	0.0	0.0	0.25
E2F_3=0-ESR1_2=1	1.0	1.0	0.323	0.6615	1.0	1.0	0.0	0.0	0.25
E2F_3=0-HER2_3=1	1.0	1.0	0.428	0.714	1.0	1.0	0.0	0.0	0.25
E2F_3=0-MAPK_2=1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
E2F_3=0-PRAS40=1	1.0	1.0	0.413	0.7065	1.0	1.0	0.0	0.0	0.25
E2F_3=0-BCL2_T=1	1.0	1.0	0.034	0.517	1.0	1.0	0.0	0.0	0.25
E2F_3=0-PI3K_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
E2F_3=0-BIM_T=1	1.0	1.0	0.408	0.704	1.0	1.0	0.0	0.0	0.25
E2F_3=0-MYC_2=1	1.0	1.0	0.407	0.7035	1.0	1.0	0.0	0.0	0.25
E2F_3=0-CDK46=1	1.0	1.0	0.428	0.714	1.0	1.0	0.0	0.0	0.25
E2F_3=0-EIF4F=1	1.0	1.0	0.386	0.693	1.0	1.0	0.0	0.0	0.25
E2F_3=0-FOXO3=1	1.0	1.0	0.336	0.668	1.0	1.0	0.0	0.0	0.25
E2F_3=0-KMT2D=1	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	0.0	0.25
E2F_2=0-ER_transcription_2=0	1.0	1.0	0.68	0.84	1.0	0.0	0.0	0.0	0.125
E2F_2=0-ER_transcription=0	1.0	1.0	0.659	0.8295	0.0	0.0	0.0	0.0	0.0
E2F_2=0-Proliferation_3=0	1.0	1.0	0.393	0.6965	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Proliferation_4=0	1.0	1.0	0.396	0.698	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Proliferation_2=0	1.0	1.0	0.396	0.698	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Proliferation=0	1.0	1.0	0.381	0.6905	0.0	0.0	0.0	0.0	0.0
E2F_2=0-cycD_CDK46_2=0	1.0	1.0	0.397	0.6985	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Apoptosis_2=0	1.0	0.0	0.392	0.544	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Ipatasertib=0	1.0	1.0	0.363	0.6815	1.0	0.0	0.0	0.0	0.125
E2F_2=0-cycE_CDK2_T=0	1.0	1.0	0.42	0.71	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Palbociclib=0	1.0	1.0	0.424	0.712	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Translation=0	1.0	1.0	0.471	0.7355	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Fulvestrant=0	1.0	1.0	0.408	0.704	1.0	0.0	0.0	0.0	0.125
E2F_2=0-cycD_CDK46=0	1.0	1.0	0.412	0.706	0.0	0.0	0.0	0.0	0.0
E2F_2=0-Trametinib=0	1.0	1.0	0.414	0.707	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Everolimus=0	1.0	1.0	0.397	0.6985	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Apoptosis=0	0.0	1.0	0.407	0.7035	1.0	0.0	0.0	0.0	0.125
E2F_2=0-p21_p27_T=0	1.0	1.0	0.427	0.7135	1.0	0.0	0.0	0.0	0.125
E2F_2=0-mTORC2_pm=0	1.0	1.0	0.419	0.7095	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Neratinib=0	1.0	1.0	0.412	0.706	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Alpelisib=0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
E2F_2=0-cycE_CDK2=0	1.0	1.0	0.408	0.704	1.0	0.0	0.0	0.0	0.125
E2F_2=0-cyclinD_2=0	1.0	1.0	0.414	0.707	1.0	0.0	0.0	0.0	0.125
E2F_2=0-HER2_3_2=0	1.0	1.0	0.404	0.702	1.0	0.0	0.0	0.0	0.125
E2F_2=0-FOXO3_Ub=0	1.0	1.0	0.429	0.7145	1.0	0.0	0.0	0.0	0.125
E2F_2=0-IGF1R_T=0	1.0	1.0	0.411	0.7055	1.0	0.0	0.0	0.0	0.125
E2F_2=0-IGF1R_2=0	1.0	1.0	0.394	0.697	1.0	0.0	0.0	0.0	0.125
E2F_2=0-p21_p27=0	1.0	1.0	0.407	0.7035	1.0	0.0	0.0	0.0	0.125
E2F_2=0-cyclinD=0	1.0	1.0	0.415	0.7075	0.0	0.0	0.0	0.0	0.0
E2F_2=0-PDK1_pm=0	1.0	1.0	0.414	0.707	1.0	0.0	0.0	0.0	0.125
E2F_2=0-HER3_T=0	1.0	1.0	0.447	0.7235	1.0	0.0	0.0	0.0	0.125
E2F_2=0-PIP3_2=0	1.0	1.0	0.392	0.696	1.0	0.0	0.0	0.0	0.125
E2F_2=0-HER3_2=0	1.0	1.0	0.4	0.7	1.0	0.0	0.0	0.0	0.125
E2F_2=0-SGK1_T=0	1.0	1.0	0.394	0.697	1.0	0.0	0.0	0.0	0.125
E2F_2=0-mTORC1=0	1.0	1.0	0.475	0.7375	1.0	0.0	0.0	0.0	0.125
E2F_2=0-mTORC2=0	1.0	1.0	0.411	0.7055	1.0	0.0	0.0	0.0	0.125
E2F_2=0-ESR1_2=0	1.0	1.0	0.659	0.8295	1.0	0.0	0.0	0.0	0.125
E2F_2=0-HER2_3=0	1.0	1.0	0.397	0.6985	1.0	0.0	0.0	0.0	0.125
E2F_2=0-MAPK_2=0	1.0	1.0	0.376	0.688	1.0	0.0	0.0	0.0	0.125
E2F_2=0-PRAS40=0	1.0	0.512	0.0	0.378	1.0	1.0	0.0	0.0	0.25
E2F_2=0-BCL2_T=0	1.0	1.0	0.623	0.8115	1.0	0.0	0.0	0.0	0.125
E2F_2=0-PI3K_2=0	1.0	1.0	0.394	0.697	1.0	0.0	0.0	0.0	0.125
E2F_2=0-BIM_T=0	1.0	1.0	0.399	0.6995	1.0	0.0	0.0	0.0	0.125
E2F_2=0-MYC_2=0	1.0	1.0	0.4	0.7	1.0	0.0	0.0	0.0	0.125
E2F_2=0-CDK46=0	1.0	1.0	0.401	0.7005	0.0	0.0	0.0	0.0	0.0
E2F_2=0-EIF4F=0	1.0	1.0	0.477	0.7385	1.0	0.0	0.0	0.0	0.125
E2F_2=0-FOXO3=0	1.0	0.338	0.0	0.3345	1.0	0.0	0.0	0.0	0.125
E2F_2=0-KMT2D=0	1.0	1.0	0.666	0.833	1.0	0.0	0.0	0.0	0.125
E2F_2=0-E2F_3=0	1.0	1.0	0.422	0.711	1.0	0.0	0.0	0.0	0.125
E2F_2=0-ER_transcription_2=1	1.0	1.0	0.044	0.522	1.0	0.0	0.0	0.0	0.125
E2F_2=0-ER_transcription=1	1.0	1.0	0.392	0.696	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Proliferation_3=1	1.0	1.0	0.397	0.6985	1.0	0.0	1.0	0.0	0.5
E2F_2=0-Proliferation_4=1	1.0	1.0	0.414	0.707	1.0	0.0	0.0	1.0	1.0
E2F_2=0-Proliferation_2=1	1.0	1.0	0.4	0.7	1.0	1.0	0.0	0.0	0.25
E2F_2=0-Proliferation=1	1.0	1.0	0.432	0.716	1.0	0.0	0.0	0.0	0.125
E2F_2=0-cycD_CDK46_2=1	1.0	1.0	0.386	0.693	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Apoptosis_2=1	1.0	1.0	0.374	0.687	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Ipatasertib=1	1.0	1.0	0.392	0.696	1.0	0.0	0.0	0.0	0.125
E2F_2=0-cycE_CDK2_T=1	1.0	1.0	0.421	0.7105	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Palbociclib=1	1.0	1.0	0.383	0.6915	0.0	0.0	0.0	0.0	0.0
E2F_2=0-Translation=1	1.0	0.495	0.0	0.37375	1.0	1.0	0.0	0.0	0.25
E2F_2=0-Fulvestrant=1	1.0	1.0	0.642	0.821	0.0	0.0	0.0	0.0	0.0
E2F_2=0-cycD_CDK46=1	1.0	1.0	0.386	0.693	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Trametinib=1	1.0	1.0	0.431	0.7155	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Everolimus=1	1.0	1.0	0.449	0.7245	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Apoptosis=1	1.0	1.0	0.396	0.698	1.0	0.0	0.0	0.0	0.125
E2F_2=0-p21_p27_T=1	1.0	1.0	0.378	0.689	1.0	0.0	0.0	0.0	0.125
E2F_2=0-mTORC2_pm=1	1.0	1.0	0.393	0.6965	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Neratinib=1	1.0	1.0	0.395	0.6975	1.0	0.0	0.0	0.0	0.125
E2F_2=0-Alpelisib=1	1.0	1.0	0.385	0.6925	1.0	0.0	0.0	0.0	0.125
E2F_2=0-cycE_CDK2=1	1.0	1.0	0.411	0.7055	1.0	0.0	0.0	0.0	0.125
E2F_2=0-cyclinD_2=1	1.0	1.0	0.38	0.69	1.0	0.0	0.0	0.0	0.125
E2F_2=0-HER2_3_2=1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
E2F_2=0-FOXO3_Ub=1	1.0	0.329	0.0	0.33225	1.0	0.0	0.0	0.0	0.125
E2F_2=0-IGF1R_T=1	1.0	1.0	0.4	0.7	1.0	0.0	0.0	0.0	0.125
E2F_2=0-IGF1R_2=1	1.0	1.0	0.402	0.701	1.0	0.0	0.0	0.0	0.125
E2F_2=0-p21_p27=1	1.0	1.0	0.392	0.696	1.0	0.0	0.0	0.0	0.125
E2F_2=0-cyclinD=1	1.0	1.0	0.41	0.705	1.0	0.0	0.0	0.0	0.125
E2F_2=0-PDK1_pm=1	1.0	1.0	0.412	0.706	1.0	0.0	0.0	0.0	0.125
E2F_2=0-HER3_T=1	1.0	1.0	0.421	0.7105	1.0	0.0	0.0	0.0	0.125
E2F_2=0-PIP3_2=1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
E2F_2=0-HER3_2=1	1.0	1.0	0.398	0.699	1.0	0.0	0.0	0.0	0.125
E2F_2=0-SGK1_T=1	1.0	1.0	0.398	0.699	1.0	0.0	0.0	0.0	0.125
E2F_2=0-mTORC1=1	1.0	0.502	0.0	0.3755	1.0	1.0	0.0	0.0	0.25
E2F_2=0-mTORC2=1	1.0	1.0	0.405	0.7025	1.0	0.0	0.0	0.0	0.125
E2F_2=0-ESR1_2=1	1.0	1.0	0.343	0.6715	1.0	0.0	0.0	0.0	0.125
E2F_2=0-HER2_3=1	1.0	1.0	0.39	0.695	1.0	0.0	0.0	0.0	0.125
E2F_2=0-MAPK_2=1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
E2F_2=0-PRAS40=1	1.0	1.0	0.39	0.695	1.0	0.0	0.0	0.0	0.125
E2F_2=0-BCL2_T=1	1.0	1.0	0.036	0.518	1.0	0.0	0.0	0.0	0.125
E2F_2=0-PI3K_2=1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
E2F_2=0-BIM_T=1	1.0	1.0	0.426	0.713	1.0	0.0	0.0	0.0	0.125
E2F_2=0-MYC_2=1	1.0	1.0	0.404	0.702	1.0	0.0	0.0	0.0	0.125
E2F_2=0-CDK46=1	1.0	1.0	0.368	0.684	1.0	0.0	0.0	0.0	0.125
E2F_2=0-EIF4F=1	1.0	1.0	0.338	0.669	1.0	0.0	0.0	0.0	0.125
E2F_2=0-FOXO3=1	1.0	1.0	0.345	0.6725	1.0	0.0	0.0	0.0	0.125
E2F_2=0-KMT2D=1	1.0	1.0	0.414	0.707	1.0	0.0	0.0	0.0	0.125
E2F_2=0-E2F_3=1	1.0	1.0	0.385	0.6925	1.0	1.0	1.0	0.0	0.5
pRb_3=0-ER_transcription_2=0	1.0	1.0	0.673	0.8365	1.0	0.0	0.0	0.0	0.125
pRb_3=0-ER_transcription=0	1.0	1.0	0.681	0.8405	0.0	0.0	0.0	0.0	0.0
pRb_3=0-Proliferation_3=0	1.0	1.0	0.397	0.6985	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Proliferation_4=0	1.0	1.0	0.402	0.701	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Proliferation_2=0	1.0	1.0	0.42	0.71	1.0	0.0	0.0	0.0	0.125
pRb_3=0-Proliferation=0	1.0	1.0	0.393	0.6965	0.0	1.0	0.0	0.0	0.25
pRb_3=0-cycD_CDK46_2=0	1.0	1.0	0.406	0.703	1.0	0.0	0.0	0.0	0.125
pRb_3=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Apoptosis_2=0	1.0	0.0	0.407	0.55525	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Ipatasertib=0	1.0	1.0	0.382	0.691	1.0	1.0	0.0	0.0	0.25
pRb_3=0-cycE_CDK2_T=0	1.0	1.0	0.404	0.702	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Palbociclib=0	1.0	1.0	0.401	0.7005	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Translation=0	1.0	1.0	0.484	0.742	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Fulvestrant=0	1.0	1.0	0.374	0.687	1.0	1.0	0.0	0.0	0.25
pRb_3=0-cycD_CDK46=0	1.0	1.0	0.401	0.7005	0.0	0.0	0.0	0.0	0.0
pRb_3=0-Trametinib=0	1.0	1.0	0.39	0.695	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Everolimus=0	1.0	1.0	0.438	0.719	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Apoptosis=0	0.0	1.0	0.42	0.71	1.0	1.0	0.0	0.0	0.25
pRb_3=0-p21_p27_T=0	1.0	1.0	0.419	0.7095	1.0	1.0	0.0	0.0	0.25
pRb_3=0-mTORC2_pm=0	1.0	1.0	0.433	0.7165	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Neratinib=0	1.0	1.0	0.399	0.6995	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Alpelisib=0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
pRb_3=0-cycE_CDK2=0	1.0	1.0	0.398	0.699	1.0	1.0	0.0	0.0	0.25
pRb_3=0-cyclinD_2=0	1.0	1.0	0.416	0.708	1.0	0.0	0.0	0.0	0.125
pRb_3=0-HER2_3_2=0	1.0	1.0	0.397	0.6985	1.0	1.0	0.0	0.0	0.25
pRb_3=0-FOXO3_Ub=0	1.0	1.0	0.41	0.705	1.0	1.0	0.0	0.0	0.25
pRb_3=0-IGF1R_T=0	1.0	1.0	0.382	0.691	1.0	1.0	0.0	0.0	0.25
pRb_3=0-IGF1R_2=0	1.0	1.0	0.386	0.693	1.0	1.0	0.0	0.0	0.25
pRb_3=0-p21_p27=0	1.0	1.0	0.421	0.7105	1.0	1.0	0.0	0.0	0.25
pRb_3=0-cyclinD=0	1.0	1.0	0.401	0.7005	0.0	0.0	0.0	0.0	0.0
pRb_3=0-PDK1_pm=0	1.0	1.0	0.376	0.688	1.0	1.0	0.0	0.0	0.25
pRb_3=0-HER3_T=0	1.0	1.0	0.398	0.699	1.0	1.0	0.0	0.0	0.25
pRb_3=0-PIP3_2=0	1.0	1.0	0.395	0.6975	1.0	1.0	0.0	0.0	0.25
pRb_3=0-HER3_2=0	1.0	1.0	0.413	0.7065	1.0	1.0	0.0	0.0	0.25
pRb_3=0-SGK1_T=0	1.0	1.0	0.413	0.7065	1.0	1.0	0.0	0.0	0.25
pRb_3=0-mTORC1=0	1.0	1.0	0.455	0.7275	1.0	1.0	0.0	0.0	0.25
pRb_3=0-mTORC2=0	1.0	1.0	0.411	0.7055	1.0	1.0	0.0	0.0	0.25
pRb_3=0-ESR1_2=0	1.0	1.0	0.661	0.8305	1.0	0.0	0.0	0.0	0.125
pRb_3=0-HER2_3=0	1.0	1.0	0.368	0.684	1.0	1.0	0.0	0.0	0.25
pRb_3=0-MAPK_2=0	1.0	1.0	0.412	0.706	1.0	1.0	0.0	0.0	0.25
pRb_3=0-PRAS40=0	1.0	0.524	0.0	0.381	1.0	1.0	1.0	0.0	0.5
pRb_3=0-BCL2_T=0	1.0	1.0	0.604	0.802	1.0	1.0	0.0	0.0	0.25
pRb_3=0-PI3K_2=0	1.0	1.0	0.415	0.7075	1.0	1.0	0.0	0.0	0.25
pRb_3=0-BIM_T=0	1.0	1.0	0.41	0.705	1.0	1.0	0.0	0.0	0.25
pRb_3=0-MYC_2=0	1.0	1.0	0.421	0.7105	1.0	0.0	0.0	0.0	0.125
pRb_3=0-CDK46=0	1.0	1.0	0.404	0.702	0.0	0.0	0.0	0.0	0.0
pRb_3=0-EIF4F=0	1.0	1.0	0.462	0.731	1.0	1.0	0.0	0.0	0.25
pRb_3=0-FOXO3=0	1.0	0.339	0.0	0.33475	1.0	0.0	0.0	0.0	0.125
pRb_3=0-KMT2D=0	1.0	1.0	0.692	0.846	1.0	0.0	0.0	0.0	0.125
pRb_3=0-E2F_3=0	1.0	1.0	0.38	0.69	1.0	1.0	0.0	0.0	0.25
pRb_3=0-E2F_2=0	1.0	1.0	0.384	0.692	1.0	0.0	0.0	0.0	0.125
pRb_3=0-ER_transcription_2=1	1.0	1.0	0.029	0.5145	1.0	1.0	0.0	0.0	0.25
pRb_3=0-ER_transcription=1	1.0	1.0	0.403	0.7015	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Proliferation_3=1	1.0	1.0	0.39	0.695	1.0	1.0	1.0	0.0	0.5
pRb_3=0-Proliferation_4=1	1.0	1.0	0.417	0.7085	1.0	1.0	0.0	1.0	1.0
pRb_3=0-Proliferation_2=1	1.0	1.0	0.401	0.7005	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Proliferation=1	1.0	1.0	0.413	0.7065	1.0	1.0	0.0	0.0	0.25
pRb_3=0-cycD_CDK46_2=1	1.0	1.0	0.389	0.6945	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Apoptosis_3=1	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Apoptosis_2=1	1.0	1.0	0.388	0.694	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Ipatasertib=1	1.0	1.0	0.394	0.697	1.0	1.0	0.0	0.0	0.25
pRb_3=0-cycE_CDK2_T=1	1.0	1.0	0.43	0.715	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Palbociclib=1	1.0	1.0	0.374	0.687	0.0	0.0	0.0	0.0	0.0
pRb_3=0-Translation=1	1.0	0.517	0.0	0.37925	1.0	1.0	1.0	0.0	0.5
pRb_3=0-Fulvestrant=1	1.0	1.0	0.689	0.8445	0.0	0.0	0.0	0.0	0.0
pRb_3=0-cycD_CDK46=1	1.0	1.0	0.424	0.712	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Trametinib=1	1.0	1.0	0.388	0.694	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Everolimus=1	1.0	1.0	0.468	0.734	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Apoptosis=1	1.0	1.0	0.382	0.691	1.0	1.0	0.0	0.0	0.25
pRb_3=0-p21_p27_T=1	1.0	1.0	0.407	0.7035	1.0	1.0	0.0	0.0	0.25
pRb_3=0-mTORC2_pm=1	1.0	1.0	0.396	0.698	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Neratinib=1	1.0	1.0	0.428	0.714	1.0	1.0	0.0	0.0	0.25
pRb_3=0-Alpelisib=1	1.0	1.0	0.43	0.715	1.0	1.0	0.0	0.0	0.25
pRb_3=0-cycE_CDK2=1	1.0	1.0	0.398	0.699	1.0	1.0	0.0	0.0	0.25
pRb_3=0-cyclinD_2=1	1.0	1.0	0.389	0.6945	1.0	1.0	0.0	0.0	0.25
pRb_3=0-HER2_3_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
pRb_3=0-FOXO3_Ub=1	1.0	0.307	0.0	0.32675	1.0	0.0	0.0	0.0	0.125
pRb_3=0-IGF1R_T=1	1.0	1.0	0.389	0.6945	1.0	1.0	0.0	0.0	0.25
pRb_3=0-IGF1R_2=1	1.0	1.0	0.371	0.6855	1.0	1.0	0.0	0.0	0.25
pRb_3=0-p21_p27=1	1.0	1.0	0.407	0.7035	1.0	1.0	0.0	0.0	0.25
pRb_3=0-cyclinD=1	1.0	1.0	0.393	0.6965	1.0	1.0	0.0	0.0	0.25
pRb_3=0-PDK1_pm=1	1.0	1.0	0.388	0.694	1.0	1.0	0.0	0.0	0.25
pRb_3=0-HER3_T=1	1.0	1.0	0.404	0.702	1.0	1.0	0.0	0.0	0.25
pRb_3=0-PIP3_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
pRb_3=0-HER3_2=1	1.0	1.0	0.411	0.7055	1.0	1.0	0.0	0.0	0.25
pRb_3=0-SGK1_T=1	1.0	1.0	0.428	0.714	1.0	1.0	0.0	0.0	0.25
pRb_3=0-mTORC1=1	1.0	0.472	0.0	0.368	1.0	1.0	1.0	0.0	0.5
pRb_3=0-mTORC2=1	1.0	1.0	0.385	0.6925	1.0	1.0	0.0	0.0	0.25
pRb_3=0-ESR1_2=1	1.0	1.0	0.366	0.683	1.0	1.0	0.0	0.0	0.25
pRb_3=0-HER2_3=1	1.0	1.0	0.414	0.707	1.0	1.0	0.0	0.0	0.25
pRb_3=0-MAPK_2=1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
pRb_3=0-PRAS40=1	1.0	1.0	0.394	0.697	1.0	1.0	0.0	0.0	0.25
pRb_3=0-BCL2_T=1	1.0	1.0	0.034	0.517	1.0	1.0	0.0	0.0	0.25
pRb_3=0-PI3K_2=1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.5
pRb_3=0-BIM_T=1	1.0	1.0	0.414	0.707	1.0	1.0	0.0	0.0	0.25
pRb_3=0-MYC_2=1	1.0	1.0	0.43	0.715	1.0	1.0	0.0	0.0	0.25
pRb_3=0-CDK46=1	1.0	1.0	0.433	0.7165	1.0	1.0	0.0	0.0	0.25
pRb_3=0-EIF4F=1	1.0	1.0	0.431	0.7155	1.0	1.0	0.0	0.0	0.25
pRb_3=0-FOXO3=1	1.0	1.0	0.305	0.6525	1.0	1.0	0.0	0.0	0.25
pRb_3=0-KMT2D=1	1.0	1.0	0.434	0.717	1.0	1.0	0.0	0.0	0.25
pRb_3=0-E2F_3=1	1.0	1.0	0.417	0.7085	1.0	1.0	1.0	0.0	0.5
pRb_3=0-E2F_2=1	1.0	1.0	0.414	0.707	1.0	1.0	0.0	0.0	0.25
pRb_2=0-ER_transcription_2=0	1.0	1.0	0.669	0.8345	1.0	0.0	0.0	0.0	0.125
pRb_2=0-ER_transcription=0	1.0	1.0	0.656	0.828	0.0	0.0	0.0	0.0	0.0
pRb_2=0-Proliferation_3=0	1.0	1.0	0.422	0.711	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Proliferation_4=0	1.0	1.0	0.408	0.704	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Proliferation_2=0	1.0	1.0	0.424	0.712	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Proliferation=0	1.0	1.0	0.374	0.687	0.0	0.0	0.0	0.0	0.0
pRb_2=0-cycD_CDK46_2=0	1.0	1.0	0.405	0.7025	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Apoptosis_3=0	1.0	1.0	0.0	0.5	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Apoptosis_2=0	1.0	0.0	0.399	0.54925	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Ipatasertib=0	1.0	1.0	0.415	0.7075	1.0	0.0	0.0	0.0	0.125
pRb_2=0-cycE_CDK2_T=0	1.0	1.0	0.391	0.6955	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Palbociclib=0	1.0	1.0	0.418	0.709	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Translation=0	1.0	1.0	0.501	0.7505	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Fulvestrant=0	1.0	1.0	0.404	0.702	1.0	0.0	0.0	0.0	0.125
pRb_2=0-cycD_CDK46=0	1.0	1.0	0.396	0.698	0.0	0.0	0.0	0.0	0.0
pRb_2=0-Trametinib=0	1.0	1.0	0.4	0.7	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Everolimus=0	1.0	1.0	0.412	0.706	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Apoptosis=0	0.0	1.0	0.396	0.698	1.0	0.0	0.0	0.0	0.125
pRb_2=0-p21_p27_T=0	1.0	1.0	0.376	0.688	1.0	0.0	0.0	0.0	0.125
pRb_2=0-mTORC2_pm=0	1.0	1.0	0.414	0.707	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Neratinib=0	1.0	1.0	0.398	0.699	1.0	0.0	0.0	0.0	0.125
pRb_2=0-Alpelisib=0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.25
pRb_2=0-cycE_CDK2=0	1.0	1.0	0.423	0.7115	1.0	0.0	0.0	0.0	0.125
pRb_2=0-cyclinD_2=0	1.0	1.0	0.418	0.709	1.0	0.0	0.0	0.0	0.125
pRb_2=0-HER2_3_2=0	1.0	1.0	0.395	0.6975	1.0	0.0	0.0	0.0	0.125
pRb_2=0-FOXO3_Ub=0	1.0	1.0	0.409	0.7045	1.0	0.0	0.0	0.0	0.125
pRb_2=0-IGF1R_T=0	1.0	1.0	0.397	0.6985	1.0	0.0	0.0	0.0	0.125
pRb_2=0-IGF1R_2=0	1.0	1.0	0.375	0.6875	1.0	0.0	0.0	0.0	0.125
pRb_2=0-p21_p27=0	1.0	1.0	0.401	0.7005	1.0	0.0	0.0	0.0	0.125
pRb_2=0-cyclinD=0	1.0	1.0	0.4	0.7	0.0	0.0	0.0	0.0	0.0
pRb_2=0-PDK1_pm=0	1.0	1.0	0.382	0.691	1.0	0.0	0.0	0.0	0.125
pRb_2=0-HER3_T=0	1.0	1.0	0.381	0.6905	1.0	0.0	0.0	0.0	0.125
pRb_2=0-PIP3_2=0	1.0	1.0	0.423	0.7115	1.0	0.0	0.0	0.0	0.125
pRb_2=0-HER3_2=0	1.0	1.0	0.385	0.6925	1.0	0.0	0.0	0.0	0.125
pRb_2=0-SGK1_T=0	1.0	1.0	0.412	0.706	1.0	0.0	0.0	0.0	0.125
pRb_2=0-mTORC1=0	1.0	1.0	0.48	0.74	1.0	0.0	0.0	0.0	0.125
pRb_2=0-mTORC2=0	1.0	1.0	0.419	0.7095	1.0	0.0	0.0	0.0	0.125
pRb_2=0-ESR1_2=0	1.0	1.0	0.674	0.837	1.0	0.0	0.0	0.0	0.125
pRb_2=0-HER2_3=0	1.0	1.0	0.398	0.699	1.0	0.0	0.0	0.0	0.125
